BANKSTATEMENTSHORTID,BANKSTATEMENTITEM,ACCOUNTINGDOCUMENT,ACCOUNTINGDOCUMENTITEM,FISCALYEAR,CLEARINGACCOUNTINGDOCUMENT,COMPANYCODE,CLEARINGDOCFISCALYEAR,ISRESIDUAL,BANKSTATEMENTPROCESSMETHOD,ISRULESPROPOSED
"00061517","00001","1100077269","001","2016","0100015150","F001","2017","N","2","N"
"00061519","00001","1100077272","001","2016","0100015153","F001","2017","N","2","N"
"00061520","00001","1100077273","001","2016","0100015155","F001","2017","N","2","N"
"00061521","00001","1100077274","001","2016","0100015157","F001","2017","N","2","N"
"00061522","00001","1100077275","001","2016","0100015159","F001","2017","N","2","N"
"00061523","00001","1100077276","001","2016","0100015161","F001","2017","N","2","N"
"00061524","00001","1100077277","001","2016","0100015163","F001","2017","N","2","N"
"00061534","00001","1100077291","001","2016","0100015174","F001","2017","N","2","N"
"00061535","00001","1100077292","001","2016","0100015176","F001","2017","N","2","N"
"00061536","00001","1100077293","001","2016","0100015178","F001","2017","N","2","N"
"00061538","00001","1100077296","001","2016","0100015181","F001","2017","N","2","N"
"00061539","00001","1100077297","001","2016","0100015183","F001","2017","N","2","N"
"00061540","00001","1100077298","001","2016","0100015185","F001","2017","N","2","N"
"00061541","00001","1100077299","001","2016","0100015187","F001","2017","N","2","N"
"00061542","00001","1100077300","001","2016","0100015189","F001","2017","N","2","N"
"00061543","00001","1100077301","001","2016","0100015191","F001","2017","N","2","N"
"00061556","00001","1100077316","001","2016","0100015205","F001","2017","N","2","N"
"00061557","00001","1100077317","001","2016","0100015207","F001","2017","N","2","N"
"00061558","00001","1100077318","001","2016","0100015209","F001","2017","N","2","N"
"00061559","00001","1100077319","001","2016","0100015211","F001","2017","N","2","N"
"00061562","00001","1100077322","001","2016","0100015215","F001","2017","N","2","N"
"00061563","00001","1100077323","001","2016","0100015217","F001","2017","N","2","N"
"00061564","00001","1100077324","001","2016","0100015219","F001","2017","N","2","N"
"00061565","00001","1100077325","001","2016","0100015221","F001","2017","N","2","N"
"00061566","00001","1100077326","001","2016","0100015223","F001","2017","N","2","N"
"00061567","00001","1100077327","001","2016","0100015225","F001","2017","N","2","N"
"00061579","00001","1100077340","001","2016","0100015238","F001","2017","N","2","N"
"00061580","00001","1100077341","001","2016","0100015240","F001","2017","N","2","N"
"00061582","00001","1100077344","001","2016","0100015243","F001","2017","N","2","N"
"00061587","00001","1100077350","001","2016","0100015249","F001","2017","N","2","N"
"00061588","00001","1100077351","001","2016","0100015251","F001","2017","N","2","N"
"00061589","00001","1100077352","001","2016","0100015253","F001","2017","N","2","N"
"00061590","00001","1100077354","001","2016","0100015255","F001","2017","N","2","N"
"00061591","00001","1100077355","001","2016","0100015257","F001","2017","N","2","N"
"00061594","00001","1100077360","001","2016","0100015261","F001","2017","N","2","N"
"00061595","00001","1100077361","001","2016","0100015263","F001","2017","N","2","N"
"00061598","00001","1100077364","001","2016","0100015267","F001","2017","N","2","N"
"00061599","00001","1100077365","001","2016","0100015269","F001","2017","N","2","N"
"00061600","00001","1100077366","001","2016","0100015271","F001","2017","N","2","N"
"00061601","00001","1100077367","001","2016","0100015273","F001","2017","N","2","N"
"00061602","00001","1100077369","001","2016","0100015275","F001","2017","N","2","N"
"00061613","00001","1100077382","001","2016","0100015287","F001","2017","N","2","N"
"00061614","00001","1100077383","001","2016","0100015289","F001","2017","N","2","N"
"00061624","00001","1100077395","001","2016","0100015300","F001","2017","N","2","N"
"00061625","00001","1100077397","001","2016","0100015302","F001","2017","N","2","N"
"00061626","00001","1100077398","001","2016","0100015304","F001","2017","N","2","N"
"00061627","00001","1100077399","001","2016","0100015306","F001","2017","N","2","N"
"00061628","00001","1100077401","001","2016","0100015308","F001","2017","N","2","N"
"00061629","00001","1100077402","001","2016","0100015310","F001","2017","N","2","N"
"00061630","00001","1100077403","001","2016","0100015312","F001","2017","N","2","N"
"00061631","00001","1100077405","001","2016","0100015314","F001","2017","N","2","N"
"00061633","00001","1100077408","001","2016","0100015317","F001","2017","N","2","N"
"00061639","00001","1100077417","001","2016","0100015324","F001","2017","N","2","N"
"00061640","00001","1100077418","001","2016","0100015326","F001","2017","N","2","N"
"00061645","00001","1100077423","001","2016","0100015342","F001","2017","N","2","N"
"00061651","00001","1100077430","001","2016","0100015349","F001","2017","N","2","N"
"00061652","00001","1100077431","001","2016","0100015351","F001","2017","N","2","N"
"00061655","00001","1100077434","001","2016","0100015356","F001","2017","N","2","N"
"00061656","00001","1100077435","001","2016","0100015358","F001","2017","N","2","N"
"00061659","00001","1100077438","001","2016","0100015362","F001","2017","N","2","N"
"00061660","00001","1100077439","001","2016","0100015364","F001","2017","N","2","N"
"00061661","00001","1100077440","001","2016","0100015366","F001","2017","N","2","N"
"00061662","00001","1100077441","001","2016","0100015368","F001","2017","N","2","N"
"00061665","00001","1100077444","001","2016","0100015372","F001","2017","N","2","N"
"00061666","00001","1100077446","001","2016","0100015374","F001","2017","N","2","N"
"00061667","00001","1100077448","001","2016","0100015376","F001","2017","N","2","N"
"00061677","00001","1100077463","001","2016","0100015387","F001","2017","N","2","N"
"00061679","00001","1100077466","001","2016","0100015390","F001","2017","N","2","N"
"00061680","00001","1100077467","001","2016","0100015392","F001","2017","N","2","N"
"00061681","00001","1100077468","001","2016","0100015394","F001","2017","N","2","N"
"00061682","00001","1100077469","001","2016","0100015396","F001","2017","N","2","N"
"00061683","00001","1100077470","001","2016","0100015398","F001","2017","N","2","N"
"00061684","00001","1100077471","001","2016","0100015400","F001","2017","N","2","N"
"00061685","00001","1100077472","001","2016","0100015402","F001","2017","N","2","N"
"00061686","00001","1100077473","001","2016","0100015404","F001","2017","N","2","N"
"00061687","00001","1100077474","001","2016","0100015406","F001","2017","N","2","N"
"00061688","00001","1100077475","001","2016","0100015408","F001","2017","N","2","N"
"00061689","00001","1100077476","001","2016","0100015410","F001","2017","N","2","N"
"00061695","00001","1100077484","001","2016","0100015417","F001","2017","N","2","N"
"00061698","00001","1100077488","001","2016","0100015421","F001","2017","N","2","N"
"00061703","00001","1100077493","001","2016","0100015427","F001","2017","N","2","N"
"00061704","00001","1100077494","001","2016","0100015429","F001","2017","N","2","N"
"00061705","00001","1100077495","001","2016","0100015431","F001","2017","N","2","N"
"00061706","00001","1100077496","001","2016","0100015433","F001","2017","N","2","N"
"00061707","00001","1100077497","001","2016","0100015435","F001","2017","N","2","N"
"00061708","00001","1100077498","001","2016","0100015437","F001","2017","N","2","N"
"00061709","00001","1100077499","001","2016","0100015439","F001","2017","N","2","N"
"00061710","00001","1100077500","001","2016","0100015441","F001","2017","N","2","N"
"00061711","00001","1100077502","001","2016","0100015443","F001","2017","N","2","N"
"00061712","00001","1100077503","001","2016","0100015445","F001","2017","N","2","N"
"00061713","00001","1100077504","001","2016","0100015447","F001","2017","N","2","N"
"00061714","00001","1100077505","001","2016","0100015449","F001","2017","N","2","N"
"00061715","00001","1100077506","001","2016","0100015451","F001","2017","N","2","N"
"00061716","00001","1100077507","001","2016","0100015453","F001","2017","N","2","N"
"00061717","00001","1100077508","001","2016","0100015455","F001","2017","N","2","N"
"00061718","00001","1100077509","001","2016","0100015457","F001","2017","N","2","N"
"00061719","00001","1100077510","001","2016","0100015459","F001","2017","N","2","N"
"00061720","00001","1100077511","001","2016","0100015461","F001","2017","N","2","N"
"00061721","00001","1100077512","001","2016","0100015463","F001","2017","N","2","N"
"00061722","00001","1100077514","001","2016","0100015465","F001","2017","N","2","N"
"00061723","00001","1100077515","001","2016","0100015467","F001","2017","N","2","N"
"00061724","00001","1100077516","001","2016","0100015469","F001","2017","N","2","N"
"00061725","00001","1100077517","001","2016","0100015471","F001","2017","N","2","N"
"00061726","00001","1100077518","001","2016","0100015473","F001","2017","N","2","N"
"00061727","00001","1100077519","001","2016","0100015475","F001","2017","N","2","N"
"00061728","00001","1100077520","001","2016","0100015477","F001","2017","N","2","N"
"00061729","00001","1100077521","001","2016","0100015479","F001","2017","N","2","N"
"00061730","00001","1100077524","001","2016","0100015481","F001","2017","N","2","N"
"00061731","00001","1100077525","001","2016","0100015483","F001","2017","N","2","N"
"00061732","00001","1100077526","001","2016","0100015485","F001","2017","N","2","N"
"00061733","00001","1100077527","001","2016","0100015487","F001","2017","N","2","N"
"00061734","00001","1100077529","001","2016","0100015489","F001","2017","N","2","N"
"00061735","00001","1100077530","001","2016","0100015491","F001","2017","N","2","N"
"00061736","00001","1100077531","001","2016","0100015493","F001","2017","N","2","N"
"00061737","00001","1100077532","001","2016","0100015495","F001","2017","N","2","N"
"00061738","00001","1100077533","001","2016","0100015497","F001","2017","N","2","N"
"00061739","00001","1100077534","001","2016","0100015499","F001","2017","N","2","N"
"00061740","00001","1100077535","001","2016","0100015501","F001","2017","N","2","N"
"00061741","00001","1100077536","001","2016","0100015503","F001","2017","N","2","N"
"00061742","00001","1100077537","001","2016","0100015505","F001","2017","N","2","N"
"00061743","00001","1100077538","001","2016","0100015507","F001","2017","N","2","N"
"00061744","00001","1100077540","001","2016","0100015509","F001","2017","N","2","N"
"00061745","00001","1100077544","001","2016","0100015511","F001","2017","N","2","N"
"00061746","00001","1100077545","001","2016","0100015513","F001","2017","N","2","N"
"00061747","00001","1100077547","001","2016","0100015515","F001","2017","N","2","N"
"00061748","00001","1100077548","001","2016","0100015517","F001","2017","N","2","N"
"00061749","00001","1100077552","001","2016","0100015519","F001","2017","N","2","N"
"00061750","00001","1100077555","001","2016","0100015521","F001","2017","N","2","N"
"00061751","00001","1100077556","001","2016","0100015523","F001","2017","N","2","N"
"00061752","00001","1100077557","001","2016","0100015525","F001","2017","N","2","N"
"00061753","00001","1100077558","001","2016","0100015527","F001","2017","N","2","N"
"00061754","00001","1100077560","001","2016","0100015529","F001","2017","N","2","N"
"00061755","00001","1100077562","001","2016","0100015531","F001","2017","N","2","N"
"00061756","00001","1100077563","001","2016","0100015533","F001","2017","N","2","N"
"00061757","00001","1100077564","001","2016","0100015535","F001","2017","N","2","N"
"00061758","00001","1100077565","001","2016","0100015537","F001","2017","N","2","N"
"00061759","00001","1100077566","001","2016","0100015539","F001","2017","N","2","N"
"00061760","00001","1100077567","001","2016","0100015541","F001","2017","N","2","N"
"00061761","00001","1100077568","001","2016","0100015543","F001","2017","N","2","N"
"00061762","00001","1100077570","001","2016","0100015545","F001","2017","N","2","N"
"00061763","00001","1100077571","001","2016","0100015547","F001","2017","N","2","N"
"00061764","00001","1100077572","001","2016","0100015549","F001","2017","N","2","N"
"00061765","00001","1100077573","001","2016","0100015551","F001","2017","N","2","N"
"00061766","00001","1100077574","001","2016","0100015553","F001","2017","N","2","N"
"00061767","00001","1100077575","001","2016","0100015555","F001","2017","N","2","N"
"00061768","00001","1100077576","001","2016","0100015557","F001","2017","N","2","N"
"00061769","00001","1100077577","001","2016","0100015559","F001","2017","N","2","N"
"00061770","00001","1100077578","001","2016","0100015561","F001","2017","N","2","N"
"00061771","00001","1100077579","001","2016","0100015563","F001","2017","N","2","N"
"00061772","00001","1100077580","001","2016","0100015565","F001","2017","N","2","N"
